"station","diam","biom"
"A",22.415497377805,731.718608886447
"A",36.0780256486679,1170.6329426479
"A",44.395593877837,672.756653647043
"A",24.6068778049251,1552.0444042099
"A",17.6691475927172,503.674412406769
"A",10.3725920400247,7812.50152522822
"A",9.71270484361673,1744.38466833525
"A",24.9895650852524,1161.13358353645
"A",14.5812956850819,1317.59363558371
"A",33.8242435724815,154.615038096677
"A",22.2977981285049,274.2709558622
"A",12.6075038448064,3014.33166752825
"A",15.1261498606019,5063.35895051057
"A",40.9110269671679,1049.24697174215
"A",27.965714403291,1388.56091611762
"A",10.1742262715616,15880.8324892495
"A",14.4741175865713,1509.5659136914
"A",21.7490367003136,1572.8456661885
"A",39.8889857620157,230.434367658954
"A",27.3351752988196,363.036419274619
"A",12.0911048847781,1558.30188306267
"A",18.4078447485789,1158.83111881862
"A",15.9178755560259,5352.75279308015
"A",20.1037279702787,583.858747396668
"A",13.9610318801347,747.091611321421
"A",48.2408290742557,225.484078131023
"A",25.0273028004773,414.65650139408
"A",8.95283694255898,403.211437851346
"A",60.9629572342484,3552.48533127621
"A",24.4383162661523,761.815231761322
"A",46.5033511676197,374.334621535439
"A",16.1293282979105,9199.05173035241
"A",15.9260242645151,3877.51518387758
"A",18.2190853318864,202.07515686856
"A",8.27263000832407,922.867148049521
"A",11.5757514447159,269.309420150335
"A",64.0298690707075,1166.10163455078
"A",18.6062517822397,1571.22388389517
"A",9.78903049936802,3683.48447799725
"A",15.1391363061288,248.325865950482
"A",26.0656146313163,1106.85919124792
"A",17.6757895031802,3580.23699814177
"A",29.8064865583861,153.920026543314
"A",21.676833691195,311.107250167111
"A",13.724701186158,534.839660524749
"A",28.7110344925603,2739.4566467852
"A",30.1929439833371,2079.47935240099
"A",16.834940409351,1214.0033978117
"A",21.3969841611945,837.345187079824
"A",11.218317288752,674.536997097124
"B",41.8020827488028,251.286384004113
"B",36.5461751615548,1922.90707341941
"B",58.7205220660011,1521.97546851646
"B",16.2552072068532,3278.18579668123
"B",34.8988080590651,197.304943970899
"B",21.1971885480444,165.386721312629
"B",9.69674701815949,4385.96228216573
"B",5.48103278403827,86.0413861316908
"B",15.947997843045,164.22668040006
"B",10.1239274366785,946.13693432389
"B",2.04904539464072,359.884081455329
"B",15.5008956254114,24.572210526329
"B",1.17339952397303,67.5319905963652
"B",133.620800225214,75.2505126650091
"B",17.3650981113791,115.853387090258
"B",10.5833407464731,2753.53123872904
"B",720.268794725627,92.3920765830031
"B",1.94158292189003,674.041342077672
"B",1.42049639589533,8826.11289156087
"B",57.8078683914722,1170.25994976541
"B",11.3157651872817,80.0841174727711
"B",5.1204999101942,96.5502245812137
"B",36.6788566326886,63.8228114604688
"B",18.4920018294194,3679.55153821333
"B",11.8028098811029,1108.75744921011
"B",10.5558124188853,12892.5388603305
"B",4.87768644236485,598.699189186079
"B",12.002355740261,2123.60712258958
"B",43.0887107283723,273.566798774336
"B",14.6398255384073,60.3778750303399
"B",10.2875041749767,8.87842919824665
"B",110.354595848525,23.5801486265226
"B",48.7206111715888,156.118783339148
"B",111.550176302984,118.103357323411
"B",18.9870851733412,22547.1815497915
"B",5.68666030573993,364.181320773185
"B",112.124854005304,98.2423081065514
"B",98.497563199901,1787.2739831747
"B",61.1726977112814,676.850491955601
"B",6.49185472196951,188.279100592995
"B",13.9907242578893,92.2761946370639
"B",6.44104861511733,947.225274417896
"B",12.2330575428217,1044.97180420737
"B",3.33172300799024,299.686557899187
"B",39.7136110111751,255.44707290027
"B",10.7239072601002,36.7979105948428
"B",25.9028237368479,1881.83746250439
"B",26.0339620608654,395.324930332123
"B",6.08264310336114,509.186564196922
"B",18.1869136526567,109.974760392466
